"","IP","Hostname","NetBIOS","OS","IP.Status","QID","Title","Vulnerability Type","Severity","Port","Protocol","FQDN","SSL","CVE.ID","Vendor.Reference","Bugtraq.ID","CVSS.Base","CVSS.Temporal","CVSS3.Base","CVSS3.Temporal","Threat","Impact","Solution","Exploitability","Associated.Malware","Results","PCI.Vuln","Instance","OS.CPE","Category","Severidad"
"425","172.19.244.27","bmesrvc40.domibco.com.pe","BMESRVC40","Windows 2008 R2 Standard Service Pack 1","host scanned, found vuln",38598,"Deprecated Public Key Length","Potencial",2,1433,"tcp",NA,"over ssl","","","","5 (AV:N/AC:L/Au:N/C:N/I:P/A:N)","3.6 (E:U/RL:W/RC:UC)","","","NIST has a special publication SP800-131A (http://csrc.nist.gov/publications/nistpubs/800-131A/sp800-131A.pdf)in which it has several recommendation regarding cryptographic algorithm and key length use. The recommendation for key length is: 
 - key lengths less then 1024 bits are disallowed, which means they are considered weak and should not be used. 
 - key lengths between 1024 bits and 2047 bits are deprecated 
 - key lengths 2048 and more are approved and safe to use.","A key should be large enough that a brute force attack is infeasible - i.e., would take too long to execute.","Please obtain a 2048 bit or more public key length certificate from your Certificate Authority.","","","Certificate 0
RSA Public Key (1024 bit)
RSA Public-Key: (1024 bit)
Modulus:
00:a5:d4:15:47:3f:2f:e6:69:50:40:7a:80:7a:48:
57:c3:2e:9c:88:10:85:76:d6:77:70:48:eb:30:1e:
ce:87:0c:4c:07:22:99:87:f0:f3:c8:36:9c:47:96:
ed:7b:bd:29:69:c4:ed:49:b2:54:e9:95:f9:2f:bd:
a5:b0:50:0d:63:a2:02:58:35:d2:0d:e1:b5:3b:bc:
ff:34:09:93:9a:de:1d:c3:0a:0a:25:4d:01:b0:33:
d9:21:cf:3b:44:a2:74:7b:0a:ad:a9:ad:02:18:a6:
cf:96:d5:78:48:21:d3:6c:3b:5d:02:93:30:02:bf:
6f:eb:69:76:77:6e:37:22:97
Exponent: 65537 (0x10001)","yes",NA,NA,"General remote services","Baja"
"426","172.19.244.26","bmesrv452.domibco.com.pe","","Linux 2.4-2.6 / Embedded Device / F5 Networks Big-IP / Linux 2.6","host scanned, found vuln",38788,"OpenSSH Information Disclosure Vulnerability","Potencial",2,NA,"",NA,"","CVE-2011-4327","Openssh","","2.1 (AV:L/AC:L/Au:N/C:P/I:N/A:N)","1.6 (E:U/RL:OF/RC:C)","","","OpenSSH (OpenBSD Secure Shell) is a set of computer programs providing encrypted communication sessions over a computer network using the SSH protocol. 

ssh-keysign.c in ssh-keysign in OpenSSH before 5.8p2 on certain platforms executes ssh-rand-helper with unintended open file descriptors, which allows local users to obtain sensitive key information via the ptrace system call. 

Affected Versions: 
OpenSSH before 5.8p2 

QID Detection Logic: 
This unauthenticated detection works by reviewing the version of the OpenSSH service.","Successful exploitation could disclose sensitive information.","Customers are advised to upgrade to OpenSSH 5.8p2 (http://www.openssh.com/txt/portable-keysign-rand-helper.adv) or later to remediate these vulnerabilities.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2011-4327 (http://www.openssh.com/txt/portable-keysign-rand-helper.adv)","","","Vulnerable SSH-2.0-OpenSSH_4.3 detected on port 22 over TCP.","no",NA,NA,"General remote services","Baja"
"427","172.19.244.26","bmesrv452.domibco.com.pe","","Linux 2.4-2.6 / Embedded Device / F5 Networks Big-IP / Linux 2.6","host scanned, found vuln",42375,"OpenSSH ForceCommand Bypass Vulnerability","Potencial",2,NA,"",NA,"","CVE-2008-1657","OpenSSH 4.9","28531","6.5 (AV:N/AC:L/Au:S/C:P/I:P/A:P)","4.8 (E:U/RL:OF/RC:C)","","","OpenSSH is a set of computer programs providing encrypted communication sessions over a computer network using the SSH protocol.
 
OpenSSH is prone to a security bypass vulnerability caused by an improper implementation of the ""ForceCommand"" directive. This can be exploited to execute arbitrary commands via the ~/.ssh/rc file even if a ""ForceCommand"" directive is in effect.
 
Affected Software: 
OpenSSH 4.x Versions prior to 4.9 are affected","Successful exploitation allows malicious, local users to bypass certain security restrictions.","Vendor has released update (OpenSSH 4.9 or later) to resolve this issues.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  OpenSSH 4.9 (http://www.openssh.com/)","","","SSH-2.0-OpenSSH_4.3","yes",NA,NA,"General remote services","Baja"
"428","172.19.244.26","bmesrv452.domibco.com.pe","","Linux 2.4-2.6 / Embedded Device / F5 Networks Big-IP / Linux 2.6","host scanned, found vuln",42376,"OpenSSH Privilege Separation Monitor Vulnerability","Potencial",2,NA,"",NA,"","CVE-2006-5794","OpenSSH 4.5","20956","7.5 (AV:N/AC:L/Au:N/C:P/I:P/A:P)","5.5 (E:U/RL:OF/RC:C)","","","OpenSSH is a set of computer programs providing encrypted communication sessions over a computer network using the SSH protocol.
 
OpenSSH is prone to a privilege escalation vulnerability caused by an error within the privilege separation monitor, which may weaken the authentication process.
 
Affected Software: 
OpenSSH versions prior to 4.5 are effected","Successful exploitation allows malicious people to bypass certain security restrictions.","Vendor has released update (OpenSSH 4.5 or later) to resolve this issue.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  OpenSSH 4.5 (http://www.openssh.org/)","","","SSH-2.0-OpenSSH_4.3","yes",NA,NA,"General remote services","Baja"
"429","172.19.244.26","bmesrv452.domibco.com.pe","","Linux 2.4-2.6 / Embedded Device / F5 Networks Big-IP / Linux 2.6","host scanned, found vuln",42428,"OpenSSH ""child_set_env()"" Security Bypass Issue","Potencial",2,NA,"",NA,"","CVE-2014-2532","OpenSSH 6.6","66355","5.8 (AV:N/AC:M/Au:N/C:P/I:P/A:N)","4.3 (E:U/RL:OF/RC:C)","4.9 (AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:N)","4.3 (E:U/RL:O/RC:C)","OpenSSH (OpenBSD Secure Shell) is a set of computer programs providing encrypted communication sessions over a computer network using the SSH protocol. 
 
The security issue is caused by an error within the ""child_set_env()"" function (usr.bin/ssh/session.c) and can be exploited to bypass intended environment restrictions by using a substring before a wildcard character.
 
Affected Versions: 
OpenSSH Versions prior to 6.6 are affected","This issue can be exploited by malicious local users to bypass certain security restrictions.","Upgrade to OpenSSH 6.6 or later to resolve this issue. Refer to OpenSSH 6.6 Release Notes (http://www.openssh.org/txt/release-6.6) for further information.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  OpenSSH 6.6: OpenSSH (http://www.openssh.org/)","","","SSH-2.0-OpenSSH_4.3 detected on port 22 over TCP.","yes",NA,NA,"General remote services","Baja"
"430","172.19.244.25","bmesrvc325.domibco.com.pe","BMESRVC325","Windows 2008 R2 Standard Service Pack 1","host scanned, found vuln",105501,"Windows Network Level Authentication Disabled for Remote Desktop","Potencial",2,NA,"",NA,"","","","","6.8 (AV:N/AC:M/Au:N/C:P/I:P/A:P)","5.5 (E:U/RL:W/RC:C)","","","Microsoft Windows Network Level Authentication (NLA) is an authentication method that enhances the security of a Remote Desktop Session Host server by requiring the user to be authenticated before a session is created.
 
NLA is disabled for Remote Desktop, which leads to passwords being passed in clear text.","Enabling NLA can help protect the remote computer from malicious users and malicious software attacks.","See Microsoft Knowledge Base Article 2671387 (http://support.microsoft.com/kb/2671387) to use the automated Microsoft Fix it solution to enable this feature.","","","QID: 105501 detected on port 3389 over TCP.","yes",NA,NA,"Security Policy","Baja"
"431","172.19.244.14","bmesrvc310.domibco.com.pe","BMESRVC310","Windows 2008 R2 Enterprise Service Pack 1","host scanned, found vuln",38598,"Deprecated Public Key Length","Potencial",2,1433,"tcp",NA,"over ssl","","","","5 (AV:N/AC:L/Au:N/C:N/I:P/A:N)","3.6 (E:U/RL:W/RC:UC)","","","NIST has a special publication SP800-131A (http://csrc.nist.gov/publications/nistpubs/800-131A/sp800-131A.pdf)in which it has several recommendation regarding cryptographic algorithm and key length use. The recommendation for key length is: 
 - key lengths less then 1024 bits are disallowed, which means they are considered weak and should not be used. 
 - key lengths between 1024 bits and 2047 bits are deprecated 
 - key lengths 2048 and more are approved and safe to use.","A key should be large enough that a brute force attack is infeasible - i.e., would take too long to execute.","Please obtain a 2048 bit or more public key length certificate from your Certificate Authority.","","","Certificate 0
RSA Public Key (1024 bit)
RSA Public-Key: (1024 bit)
Modulus:
00:a3:34:50:1b:b5:b7:19:d4:bc:b9:80:90:8c:d7:
1d:a1:b8:f1:d4:e9:27:99:36:ba:1d:52:6e:6d:85:
6d:16:c4:ed:80:39:da:8c:a3:cc:0f:cd:64:fb:a4:
da:f0:fe:96:03:52:f1:98:13:f4:82:cf:ed:cc:91:
41:85:53:04:5c:c5:e6:6f:60:59:74:3f:be:7d:89:
d0:ee:c3:b2:63:e7:5e:2a:80:30:55:0a:f0:5b:19:
4d:d5:06:8f:fe:f7:62:8f:c1:b3:4a:de:f5:4c:e5:
2b:5a:ce:a9:2e:60:c4:71:46:b8:10:4a:b2:6c:ff:
a5:fe:ca:1a:84:cf:ab:ea:09
Exponent: 65537 (0x10001)","yes",NA,NA,"General remote services","Baja"
"432","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",38783,"OpenSSL Security Update (OpenSSL Security Advisory 20191206)","Potencial",3,NA,"",NA,"","CVE-2019-1551","OpenSSL Security Advisory 20191206","","5 (AV:N/AC:L/Au:N/C:P/I:N/A:N)","3.7 (E:U/RL:OF/RC:C)","5.3 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)","4.6 (E:U/RL:O/RC:C)","There is an overflow bug in the x64_64 Montgomery squaring procedure used in exponentiation with 512-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against 2-prime RSA1024, 3-prime RSA1536, and DSA1024 as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH512 are considered just feasible. However, for an attack the target would have to re-use the DH512 private key, which is not recommended anyway. Also applications directly using the low level API BN_mod_exp may be affected if they use BN_FLG_CONSTTIME. 

Affected Versions: 
OpenSSL version 1.1.1-1.1.1d, 1.0.2-1.0.2t  

QID Detection Logic:(Unauthenticated) 
This QID matches vulnerable versions based on the exposed banner information.","Successful exploitation of the vulnerability will cause overflow.","The vendor has released a patch. Customers with affected versions of OpenSSL 1.1.1-1.1.1d are advised to update to OpenSSL 1.1.1e and for affected version 1.0.2-1.0.2t are advised to update to OpenSSL 1.0.2u. For more information please visit advisory (https://www.openssl.org/news/secadv/20191206.txt).

 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  20191206 (https://www.openssl.org/news/secadv/20191206.txt)","","","Vulnerable OpenSSL version detected on port 80 over TCP - 
Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","yes",NA,NA,"General remote services","Media"
"433","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",38784,"OpenSSL Security Update (OpenSSL Security Advisory 20190910)","Potencial",3,NA,"",NA,"","CVE-2019-1547, CVE-2019-1549, CVE-2019-1563","OpenSSL Security Advisory 20190910","","5 (AV:N/AC:L/Au:N/C:P/I:N/A:N)","3.7 (E:U/RL:OF/RC:C)","5.3 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)","4.6 (E:U/RL:O/RC:C)","Normally in OpenSSL EC groups always have a co-factor present and this is used in side channel resistant code paths. However, in some cases, it is possible to construct a group using explicit parameters (instead of using a named curve). In those cases it is possible that such a group does not have the cofactor present. This can occur even where all the parameters match a known named curve. If such a curve is used then OpenSSL falls back to non-side channel resistant code paths which may result in full key recovery during an ECDSA signature operation. In order to be vulnerable an attacker would have to have the ability to time the creation of a large number of signatures where explicit parameters with no co-factor present are in use by an application using libcrypto. For the avoidance of doubt libssl is not vulnerable because explicit parameters are never used. 

OpenSSL 1.1.1 introduced a rewritten random number generator (RNG). This was intended to include protection in the event of a fork() system call in order to ensure that the parent and child processes did not share the same RNG state. However this protection was not being used in the default case. A partial mitigation for this issue is that the output from a high precision timer is mixed into the RNG state so the likelihood of a parent and child process sharing state is significantly reduced. If an application already calls OPENSSL_init_crypto() explicitly using OPENSSL_INIT_ATFORK then this problem does not occur at all. 

In situations where an attacker receives automated notification of the success or failure of a decryption attempt an attacker, after sending a very large number of messages to be decrypted, can recover a CMS/PKCS7 transported encryption key or decrypt any RSA encrypted message that was encrypted with the public RSA key, using a Bleichenbacher padding oracle attack. Applications are not affected if they use a certificate together with the private RSA key to the CMS_decrypt or PKCS7_decrypt functions to select the correct recipient info to decrypt. 

Affected Versions: 
OpenSSL 1.1.1 a-OpenSSL 1.1.1 c
OpenSSL 1.1.0 a-OpenSSL 1.1.0 k
OpenSSL 1.0.2 a-OpenSSL 1.0.2 s  

QID Detection Logic:(Unauthenticated) 
This QID matches vulnerable versions based on the exposed banner information.","By successful exploitation of the vulnerability an attacker can recover a CMS/PKCS7 transported encryption key or decrypt any RSA encrypted message that was encrypted with the public RSA key, using a Bleichenbacher padding oracle attack.","The vendor has released a patch. Customers with affected versions of OpenSSL 1.1.1 are advised to update to OpenSSL 1.1.1d with OpenSSL 1.1.0 upgrade to 1.1.0 l and with OpenSSL 1.0.2 upgrade to 1.0.2 t, . For more information please visit advisory (https://www.openssl.org/news/secadv/20200421.txt).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  20190910 (https://www.openssl.org/news/secadv/20190910.txt)","","","Vulnerable OpenSSL version detected on port 80 over TCP - 
Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","yes",NA,NA,"General remote services","Media"
"434","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",38796,"OpenSSL Raccoon Attack Vulnerability(20200909)","Potencial",3,NA,"",NA,"","CVE-2020-1968","20200909","","4.3 (AV:N/AC:M/Au:N/C:P/I:N/A:N)","3.2 (E:U/RL:OF/RC:C)","3.7 (AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N)","3.2 (E:U/RL:O/RC:C)","OpenSSL is a commercial-grade, full-featured, open source toolkit that implements the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols, and provides a full-strength, general purpose cryptography library. 

CVE-2020-1968: Vulnerability present in the TLS specification 

Affected Versions: 
OpenSSL 1.0.2-1.0.2v 

QID Detection Logic:(Unauthenticated) 
This QID matches vulnerable versions based on the exposed banner information.","Successful exploitation allows an attacker being able to compute the pre-master secret in connections which have used a Diffie-Hellman (DH) based ciphersuite.","The vendor has released a patch. Fixed in OpenSSL 1.0.2w and 1.1.1 is not vulnerable. For more information please visit advisory (https://www.openssl.org/news/secadv/20200909.txt).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  20200909 (https://www.openssl.org/news/secadv/20200909.txt)","","","Vulnerable OpenSSL version detected on port 80 over TCP - 
Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","yes",NA,NA,"General remote services","Media"
"435","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",87253,"Apache HTTP Server Multiple Denial of Service Vulnerabilities","Potencial",3,NA,"",NA,"","CVE-2013-6438, CVE-2014-0098","Apache http","66303","5 (AV:N/AC:L/Au:N/C:N/I:N/A:P)","3.7 (E:U/RL:OF/RC:C)","","","Apache HTTP Server is an HTTP web server application.
 Multiple denial of service vulnerabilities reported in Apache HTTP Server can be exploited by an attacker remotely: 
- An error in the mod_log_config module when logging truncated cookies can be exploited to cause a crash of the worker thread via a specially crafted cookie. Successful exploitation of this vulnerability requires use of a threaded MPM.
 
- A boundary error in the mod_dav module when removing leading spaces can be exploited to corrupt memory via specifically crafted DAV WRITE requests. Affected Versions:
 Apache HTTP Server versions 2.4.x prior to 2.4.9 are affected.","These vulnerabilities can be exploited by malicious users to cause a denial of service.","These vulnerabilities have been patched in Apache 2.4.9. Refer to Apache httpd 2.4.9 Changelog (http://httpd.apache.org/security/vulnerabilities_24.html) or your Linux distro for further details.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache 2.4.9 (http://httpd.apache.org/download.cgi)","","","QID 87253 detected on port 80 - 
Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","no",NA,NA,"Web server","Media"
"436","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",11495,"PHP Versions Prior to 5.6.11/5.5.27/5.4.43 ""mysqlnd"" BACKRONYM Vulnerability","Potencial",3,80,"tcp",NA,"","CVE-2015-3152, CVE-2015-4116","PHP ChangeLog","74398","7.5 (AV:N/AC:L/Au:N/C:P/I:P/A:P)","5.5 (E:U/RL:OF/RC:C)","9.8 (AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)","8.5 (E:U/RL:O/RC:C)","PHP is a general purpose scripting language that is especially suited for web development and can be embedded into HTML. PHP has been reported to be vulnerable to BACKRONYM vulnerability which exist in the ""mysqlnd"" component. Affected Versions: 
PHP Versions Prior to 5.6.11,5.5.27,5.4.43","Successful exploitation of this vulnerability will allow an attacker to conduct a man-in-the-middle man, and downgrade the connection which can allow data tampering, or execute arbitrary sql queries","Users are advised to upgrade to the latest version of the software.For more information, please refer to the PHP Web site (http://www.php.net/).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  PHP 5.6.11, PHP 5.5.27, PHP 5.4.43 (PHP) (http://www.php.net/)","","","PHP Versions Prior to 5.6.11/5.5.27/5.4.43 ""mysqlnd"" BACKRONYM Vulnerability detected on port 80 over TCP.","yes",NA,NA,"CGI","Media"
"437","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",12808,"PHP Denial of Service Vulnerability","Potencial",3,80,"tcp",NA,"","CVE-2013-6712","PHP","64018","5 (AV:N/AC:L/Au:N/C:N/I:N/A:P)","4.4 (E:H/RL:OF/RC:C)","","","PHP is a general purpose scripting language that is suited for web development and can be embedded in HTML.    
 PHP is exposed to a denial of service vulnerability as it fails to properly restrict creation DateInterval objects used in scan function in ext/date/lib/parse_iso_intervals.c which can allow remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted interval specification. Affected Versions: 
Versions prior to PHP 5.5.6"," Successful exploitation of this vulnerability will allow a remote attacker to cause a denial of service.","Users are advised to upgrade to the latest version of PHP available. For more details about PHP releases and patches please visit PHP Homepage (http://www.php.net/).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  PHP (http://php.net/downloads.php)","","","Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","no",NA,NA,"CGI","Media"
"438","172.19.244.71","bmesrvd779.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",12868,"PHP Fileinfo libmagic Multiple Denial of Service Vulnerabilities","Potencial",3,80,"tcp",NA,"","CVE-2014-1943, CVE-2014-2270","PHP","66002","5 (AV:N/AC:L/Au:N/C:N/I:N/A:P)","3.7 (E:U/RL:OF/RC:C)","","","PHP is a general purpose scripting language that is suited for web development and can be embedded in HTML.
 
PHP is exposed to two memory corruption vulnerabilities. 
 
Affected Versions: 
PHP 5.5.x versions prior to 5.5.10; 5.4.x prior to 5.4.26","Successful exploitation of these vulnerabilities will allow an attacker to cause a denial of service.","Users are advised to upgrade to the latest version 5.5.10 or 5.4.26. Latest version can be downloaded from here (http://in1.php.net/downloads.php)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  PHP (http://us2.php.net/downloads.php)","","","Date: Sat, 30 Jan 2021 06:24:37 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16
Last-Modified: Fri, 22 Jun 2018 05:17:35 GMT
ETag: ""f91-56f34264b39c0""
Accept-Ranges: bytes
Content-Length: 3985
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Test Page for the Apache HTTP Server on Red Hat Enterprise Linux</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />
<style type=""text/css"">
/*<![CDATA[*/
body {
background-color: fff;
color: 000;
font-size: 0.9em;
font-family: sans-serif,helvetica;
margin: 0;
padding: 0;
}
:link {
color: c00;
}
:visited {
color: c00;
}
a:hover {
color: f50;
}
h1 {
text-align: center;
margin: 0;
padding: 0.6em 2em 0.4em;
backg","no",NA,NA,"CGI","Media"
